Body
Date,Weight,BMI,Fat
"2020-04-01","164.99","20.09","0"
"2020-04-02","164.99","20.09","0"
"2020-04-03","164.99","20.09","0"
"2020-04-04","164.99","20.09","0"
"2020-04-05","164.99","20.09","0"
"2020-04-06","164.99","20.09","0"
"2020-04-07","164.99","20.09","0"
"2020-04-08","164.99","20.09","0"
"2020-04-09","164.99","20.09","0"
"2020-04-10","164.99","20.09","0"
"2020-04-11","164.99","20.09","0"
"2020-04-12","164.99","20.09","0"
"2020-04-13","164.99","20.09","0"
"2020-04-14","164.99","20.09","0"
"2020-04-15","164.99","20.09","0"
"2020-04-16","164.99","20.09","0"
"2020-04-17","164.99","20.09","0"
"2020-04-18","164.99","20.09","0"
"2020-04-19","164.99","20.09","0"
"2020-04-20","164.99","20.09","0"
"2020-04-21","164.99","20.09","0"
"2020-04-22","164.99","20.09","0"
"2020-04-23","164.99","20.09","0"
"2020-04-24","164.99","20.09","0"
"2020-04-25","164.99","20.09","0"
"2020-04-26","164.99","20.09","0"
"2020-04-27","164.99","20.09","0"
"2020-04-28","164.99","20.09","0"
"2020-04-29","164.99","20.09","0"
"2020-04-30","164.99","20.09","0"

Foods
Date,Calories In
"2020-04-01","0"
"2020-04-02","0"
"2020-04-03","0"
"2020-04-04","0"
"2020-04-05","0"
"2020-04-06","0"
"2020-04-07","0"
"2020-04-08","0"
"2020-04-09","0"
"2020-04-10","0"
"2020-04-11","0"
"2020-04-12","0"
"2020-04-13","0"
"2020-04-14","0"
"2020-04-15","0"
"2020-04-16","0"
"2020-04-17","0"
"2020-04-18","0"
"2020-04-19","0"
"2020-04-20","0"
"2020-04-21","0"
"2020-04-22","0"
"2020-04-23","0"
"2020-04-24","0"
"2020-04-25","0"
"2020-04-26","0"
"2020-04-27","0"
"2020-04-28","0"
"2020-04-29","0"
"2020-04-30","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2020-04-01","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-02","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-03","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-04","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-05","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-06","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-07","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-08","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-09","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-10","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-11","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-12","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-13","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-14","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-15","1,830","0","0","0","1,440","0","0","0","0"
"2020-04-16","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-17","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-18","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-19","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-20","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-21","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-22","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-23","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-24","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-25","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-26","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-27","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-28","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-29","1,826","0","0","0","1,440","0","0","0","0"
"2020-04-30","1,826","0","0","0","1,440","0","0","0","0"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep

Food Log 20200401
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200402
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200403
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200404
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200405
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200406
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200407
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200408
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200409
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200410
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200411
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200412
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200413
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200414
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200415
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200416
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200417
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200418
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200419
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200420
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 fl oz"

Food Log 20200421
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
