,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
28,KAN,2003,DEN,2003-12-07 16:15:00,Sun,14,0.0,0,11-2,AWAY,27.0,45.0,28.0,444.0,381.0,63.0,0.0,26.0,508.0,238.0,270.0,0.0,15.63,-33.76,2.65
29,KAN,2003,DET,2003-12-14 13:00:00,Sun,15,1.0,0,12-2,HOME,45.0,17.0,28.0,521.0,372.0,149.0,0.0,22.0,334.0,197.0,137.0,2.0,37.47,-4.87,-0.22
30,KAN,2003,MIN,2003-12-20 17:15:00,Sat,16,0.0,0,12-3,AWAY,20.0,45.0,21.0,329.0,224.0,105.0,4.0,27.0,469.0,246.0,223.0,1.0,-2.89,-22.23,-0.06
31,KAN,2003,CHI,2003-12-28 13:00:00,Sun,17,1.0,0,13-3,HOME,31.0,3.0,23.0,282.0,195.0,87.0,1.0,16.0,241.0,157.0,84.0,2.0,6.47,18.38,-2.26
32,KAN,2003,IND,2004-01-11 13:00:00,Sun,19,0.0,0,13-4,HOME,31.0,38.0,24.0,408.0,212.0,196.0,1.0,27.0,434.0,292.0,142.0,0.0,21.73,-27.75,3.11
33,KAN,2004,DEN,2004-09-12 20:39:00,Sun,1,0.0,0.0,0-1,AWAY,24.0,34.0,15.0,318.0,151.0,167.0,1.0,24.0,413.0,221.0,192.0,3.0,-1.7,-7.2,-2.09
34,KAN,2004,CAR,2004-09-19 13:00:00,Sun,2,0.0,0.0,0-2,HOME,17.0,28.0,17.0,281.0,172.0,109.0,2.0,23.0,358.0,175.0,183.0,2.0,-7.79,-2.71,-0.83
35,KAN,2004,HOU,2004-09-26 13:00:00,Sun,3,0.0,0.0,0-3,HOME,21.0,24.0,25.0,366.0,198.0,168.0,1.0,18.0,296.0,220.0,76.0,1.0,0.78,-2.91,1.57
36,KAN,2004,BAL,2004-10-04 21:08:00,Mon,4,1.0,0.0,1-3,AWAY,27.0,24.0,25.0,398.0,220.0,178.0,0.0,13.0,207.0,127.0,80.0,0.0,11.82,3.0,-11.81
37,KAN,2004,JAX,2004-10-17 13:02:00,Sun,6,0.0,0.0,1-4,AWAY,16.0,22.0,19.0,350.0,273.0,77.0,1.0,19.0,378.0,277.0,101.0,0.0,7.18,-8.56,-5.09
38,KAN,2004,ATL,2004-10-24 13:00:00,Sun,7,1.0,0.0,2-4,HOME,56.0,10.0,36.0,540.0,269.0,271.0,1.0,9.0,222.0,103.0,119.0,2.0,33.76,24.78,-10.62
39,KAN,2004,IND,2004-10-31 13:00:00,Sun,8,1.0,0.0,3-4,HOME,45.0,35.0,33.0,590.0,387.0,203.0,2.0,23.0,505.0,472.0,33.0,1.0,29.26,-17.13,0.57
