,team,season,opp,datetime,day_week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
126,DET,2009,SFO,2009-12-27 16:04:00,Sun,0,0.0,2-13,AWAY,6.0,20.0,16.0,289.0,175.0,114.0,6.0,13.0,310.0,226.0,84.0,1.0,-25.85,8.04,2.33
127,DET,2009,CHI,2010-01-03 13:03:00,Sun,0,0.0,2-14,HOME,23.0,37.0,18.0,349.0,249.0,100.0,2.0,22.0,418.0,268.0,150.0,0.0,0.43,-15.12,3.05
128,DET,2010,CHI,2010-09-12 13:02:00,Sun,0,0,0-1,AWAY,14.0,19.0,13.0,168.0,148.0,20.0,3.0,23.0,463.0,362.0,101.0,4.0,-21.59,9.47,8.19
129,DET,2010,PHI,2010-09-19 13:02:00,Sun,0,0,0-2,HOME,32.0,35.0,22.0,444.0,329.0,115.0,2.0,24.0,410.0,248.0,162.0,0.0,6.33,-16.01,5.41
130,DET,2010,MIN,2010-09-26 13:05:00,Sun,0,0,0-3,AWAY,10.0,24.0,17.0,295.0,232.0,63.0,3.0,21.0,368.0,185.0,183.0,3.0,-8.05,1.27,-5.89
131,DET,2010,GNB,2010-10-03 13:02:00,Sun,0,0,0-4,AWAY,26.0,28.0,24.0,431.0,308.0,123.0,3.0,16.0,261.0,169.0,92.0,4.0,-2.18,-10.37,10.44
132,DET,2010,LAR,2010-10-10 12:56:00,Sun,1,0,1-4,HOME,44.0,6.0,20.0,322.0,233.0,89.0,0.0,23.0,341.0,213.0,128.0,3.0,9.55,22.64,4.23
133,DET,2010,NYG,2010-10-17 13:03:00,Sun,0,0,1-5,AWAY,20.0,28.0,16.0,366.0,302.0,64.0,3.0,24.0,334.0,167.0,167.0,1.0,-5.29,-8.98,4.56
134,DET,2010,WAS,2010-10-31 13:02:00,Sun,1,0,2-5,HOME,37.0,25.0,19.0,304.0,202.0,102.0,2.0,13.0,275.0,195.0,80.0,2.0,-10.4,23.47,-4.22
135,DET,2010,NYJ,2010-11-07 13:03:00,Sun,0,1,2-6,HOME,20.0,23.0,21.0,306.0,228.0,78.0,0.0,23.0,437.0,327.0,110.0,2.0,1.25,-5.58,3.39
136,DET,2010,BUF,2010-11-14 13:02:00,Sun,0,0,2-7,AWAY,12.0,14.0,19.0,390.0,314.0,76.0,1.0,12.0,288.0,139.0,149.0,1.0,-7.2,5.05,-3.02
137,DET,2010,DAL,2010-11-21 13:02:00,Sun,0,0,2-8,AWAY,19.0,35.0,17.0,338.0,263.0,75.0,2.0,19.0,265.0,131.0,134.0,1.0,-0.05,-6.9,-7.64
138,DET,2010,NWE,2010-11-25 12:38:00,Thu,0,0,2-9,HOME,24.0,45.0,25.0,406.0,277.0,129.0,2.0,20.0,447.0,338.0,109.0,0.0,6.23,-28.1,2.52
139,DET,2010,CHI,2010-12-05 13:03:00,Sun,0,0,2-10,HOME,20.0,24.0,14.0,302.0,168.0,134.0,0.0,23.0,311.0,197.0,114.0,1.0,3.19,-9.47,0.27
140,DET,2010,GNB,2010-12-12 13:03:00,Sun,1,0,3-10,HOME,7.0,3.0,15.0,286.0,96.0,190.0,2.0,13.0,258.0,192.0,66.0,3.0,-7.82,18.99,-6.43
141,DET,2010,TAM,2010-12-19 13:03:00,Sun,1,1,4-10,AWAY,23.0,20.0,26.0,433.0,252.0,181.0,0.0,22.0,403.0,227.0,176.0,0.0,14.84,-13.73,0.36
142,DET,2010,MIA,2010-12-26 13:03:00,Sun,1,0,5-10,AWAY,34.0,27.0,14.0,275.0,208.0,67.0,0.0,28.0,425.0,271.0,154.0,3.0,4.95,-5.19,5.08
143,DET,2010,MIN,2011-01-02 13:03:00,Sun,1,0,6-10,HOME,20.0,13.0,22.0,357.0,250.0,107.0,2.0,16.0,211.0,137.0,74.0,1.0,-1.72,5.11,3.05
144,DET,2011,TAM,2011-09-11 13:06:00,Sun,1,0,1-0,AWAY,27.0,20.0,25.0,431.0,305.0,126.0,1.0,17.0,315.0,259.0,56.0,2.0,7.26,-0.26,-1.73
145,DET,2011,KAN,2011-09-18 13:02:00,Sun,1,0,2-0,HOME,48.0,3.0,23.0,411.0,322.0,89.0,1.0,12.0,267.0,116.0,151.0,6.0,17.01,23.45,4.96
146,DET,2011,MIN,2011-09-25 13:05:00,Sun,1,1,3-0,AWAY,26.0,23.0,19.0,358.0,338.0,20.0,0.0,16.0,321.0,189.0,132.0,0.0,4.23,4.46,-5.63
147,DET,2011,DAL,2011-10-02 13:02:00,Sun,1,0,4-0,AWAY,34.0,30.0,18.0,303.0,240.0,63.0,1.0,25.0,434.0,321.0,113.0,3.0,-2.92,6.22,2.15
148,DET,2011,CHI,2011-10-10 20:40:00,Mon,1,0,5-0,HOME,24.0,13.0,16.0,395.0,214.0,181.0,1.0,23.0,359.0,237.0,122.0,0.0,15.11,-4.08,-4.05
149,DET,2011,SFO,2011-10-16 13:03:00,Sun,0,0,5-1,HOME,19.0,25.0,21.0,310.0,244.0,66.0,0.0,14.0,314.0,111.0,203.0,2.0,-7.91,13.21,-11.3
150,DET,2011,ATL,2011-10-23 13:05:00,Sun,0,0,5-2,HOME,16.0,23.0,13.0,263.0,159.0,104.0,1.0,22.0,328.0,199.0,129.0,2.0,-6.33,0.76,-2.34
151,DET,2011,DEN,2011-10-30 16:10:00,Sun,1,0,6-2,AWAY,45.0,10.0,21.0,376.0,263.0,113.0,0.0,19.0,312.0,117.0,195.0,3.0,13.27,28.52,-6.22
152,DET,2011,CHI,2011-11-13 16:16:00,Sun,0,0,6-3,AWAY,13.0,37.0,22.0,393.0,313.0,80.0,6.0,12.0,216.0,107.0,109.0,1.0,-28.13,8.13,-6.33
153,DET,2011,CAR,2011-11-20 13:02:00,Sun,1,0,7-3,HOME,49.0,35.0,29.0,495.0,326.0,169.0,3.0,24.0,409.0,272.0,137.0,4.0,25.41,-2.27,-8.83
154,DET,2011,GNB,2011-11-24 12:35:00,Thu,0,0,7-4,HOME,15.0,27.0,23.0,409.0,273.0,136.0,3.0,18.0,349.0,296.0,53.0,0.0,3.15,-11.14,-2.4
155,DET,2011,NOR,2011-12-04 20:31:00,Sun,0,0,7-5,AWAY,17.0,31.0,25.0,466.0,379.0,87.0,1.0,21.0,438.0,338.0,100.0,0.0,9.84,-18.58,-5.37
156,DET,2011,MIN,2011-12-11 13:03:00,Sun,1,0,8-5,HOME,34.0,28.0,13.0,280.0,208.0,72.0,0.0,29.0,425.0,156.0,269.0,6.0,1.79,2.09,2.91
157,DET,2011,LVR,2011-12-18 16:05:00,Sun,1,0,9-5,AWAY,28.0,27.0,25.0,432.0,375.0,57.0,1.0,26.0,477.0,345.0,132.0,1.0,10.93,-10.54,-1.91
158,DET,2011,LAC,2011-12-24 16:05:00,Sat,1,0,10-5,HOME,38.0,10.0,24.0,440.0,353.0,87.0,0.0,20.0,367.0,299.0,68.0,2.0,24.58,5.31,-2.24
159,DET,2011,GNB,2012-01-01 13:02:00,Sun,0,0,10-6,AWAY,41.0,45.0,32.0,575.0,502.0,73.0,4.0,27.0,550.0,469.0,81.0,2.0,17.18,-23.71,2.86
160,DET,2011,NOR,2012-01-07 20:09:00,Sat,0,0,10-7,AWAY,28.0,45.0,22.0,412.0,380.0,32.0,2.0,34.0,626.0,459.0,167.0,2.0,18.92,-36.36,0.82
161,DET,2012,LAR,2012-09-09 13:03:00,Sun,1,0,1-0,HOME,27.0,23.0,28.0,429.0,346.0,83.0,3.0,14.0,250.0,173.0,77.0,0.0,1.32,3.64,-1.62
162,DET,2012,SFO,2012-09-16 20:30:00,Sun,0,0,1-1,AWAY,19.0,27.0,15.0,296.0,214.0,82.0,1.0,24.0,349.0,201.0,148.0,1.0,1.77,-13.03,3.74
163,DET,2012,TEN,2012-09-23 13:03:00,Sun,0,1,1-2,AWAY,41.0,44.0,36.0,583.0,442.0,141.0,1.0,21.0,437.0,378.0,59.0,2.0,11.81,-13.88,-0.55
164,DET,2012,MIN,2012-09-30 13:03:00,Sun,0,0,1-3,HOME,13.0,20.0,23.0,341.0,286.0,55.0,1.0,15.0,227.0,100.0,127.0,0.0,0.01,1.2,-10.46
165,DET,2012,PHI,2012-10-14 13:03:00,Sun,1,1,2-3,AWAY,26.0,23.0,25.0,449.0,311.0,138.0,1.0,24.0,357.0,286.0,71.0,3.0,4.55,-1.43,-2.78
166,DET,2012,CHI,2012-10-22 20:40:00,Mon,0,0,2-4,AWAY,7.0,13.0,21.0,340.0,243.0,97.0,4.0,19.0,296.0,125.0,171.0,0.0,-9.26,6.21,-4.53
167,DET,2012,SEA,2012-10-28 13:03:00,Sun,1,0,3-4,HOME,28.0,24.0,26.0,415.0,331.0,84.0,1.0,21.0,369.0,236.0,133.0,2.0,20.15,-14.46,-0.43
168,DET,2012,JAX,2012-11-04 13:04:00,Sun,1,0,4-4,AWAY,31.0,14.0,26.0,434.0,285.0,149.0,0.0,19.0,279.0,215.0,64.0,2.0,25.31,-5.54,-3.89
169,DET,2012,MIN,2012-11-11 13:05:00,Sun,0,0,4-5,AWAY,24.0,34.0,23.0,368.0,308.0,60.0,2.0,18.0,403.0,207.0,196.0,0.0,2.7,-9.28,-2.87
170,DET,2012,GNB,2012-11-18 13:02:00,Sun,0,0,4-6,HOME,20.0,24.0,19.0,362.0,252.0,110.0,4.0,16.0,314.0,219.0,95.0,1.0,-11.88,0.13,7.95
171,DET,2012,HOU,2012-11-22 12:39:00,Thu,0,1,4-7,HOME,31.0,34.0,29.0,525.0,419.0,106.0,1.0,26.0,501.0,296.0,205.0,1.0,12.59,-14.3,1.01
172,DET,2012,IND,2012-12-02 13:03:00,Sun,0,0,4-8,HOME,33.0,35.0,21.0,451.0,313.0,138.0,1.0,23.0,459.0,372.0,87.0,3.0,5.54,-7.78,-0.32
173,DET,2012,GNB,2012-12-09 20:30:00,Sun,0,0,4-9,AWAY,20.0,27.0,27.0,386.0,251.0,135.0,2.0,15.0,288.0,148.0,140.0,1.0,2.15,-3.3,-6.97
174,DET,2012,ARI,2012-12-16 16:05:00,Sun,0,0,4-10,AWAY,10.0,38.0,18.0,312.0,228.0,84.0,4.0,12.0,196.0,97.0,99.0,1.0,-31.58,10.96,-5.71
175,DET,2012,ATL,2012-12-22 20:40:00,Sat,0,0,4-11,HOME,18.0,31.0,25.0,522.0,443.0,79.0,3.0,19.0,344.0,271.0,73.0,0.0,6.64,-15.32,-5.31
176,DET,2012,CHI,2012-12-30 13:03:00,Sun,0,0,4-12,HOME,24.0,26.0,20.0,327.0,255.0,72.0,4.0,19.0,389.0,245.0,144.0,0.0,-1.32,-2.73,-0.87
177,DET,2013,MIN,2013-09-08 13:02:00,Sun,1,0,1-0,HOME,34.0,24.0,28.0,469.0,357.0,112.0,2.0,16.0,330.0,225.0,105.0,4.0,8.66,3.05,-0.22
178,DET,2013,ARI,2013-09-15 16:05:00,Sun,0,0,1-1,AWAY,21.0,25.0,16.0,322.0,273.0,49.0,1.0,24.0,348.0,261.0,87.0,1.0,-2.76,3.23,-6.52
179,DET,2013,WAS,2013-09-22 13:03:00,Sun,1,0,2-1,AWAY,27.0,20.0,24.0,441.0,378.0,63.0,1.0,27.0,420.0,300.0,120.0,2.0,9.83,-5.04,-0.82
180,DET,2013,CHI,2013-09-29 13:03:00,Sun,1,0,3-1,HOME,40.0,32.0,23.0,387.0,228.0,159.0,3.0,18.0,417.0,286.0,131.0,4.0,-1.64,2.72,6.73
181,DET,2013,GNB,2013-10-06 13:02:00,Sun,0,0,3-2,AWAY,9.0,22.0,19.0,286.0,222.0,64.0,0.0,16.0,449.0,269.0,180.0,0.0,-1.94,-11.47,-0.31
182,DET,2013,CLE,2013-10-13 13:02:00,Sun,1,0,4-2,AWAY,31.0,17.0,24.0,366.0,248.0,118.0,1.0,23.0,395.0,269.0,126.0,2.0,12.77,-5.32,1.52
183,DET,2013,CIN,2013-10-20 13:02:00,Sun,0,0,4-3,HOME,24.0,27.0,22.0,434.0,357.0,77.0,0.0,18.0,421.0,364.0,57.0,0.0,17.23,-16.06,-3.94
184,DET,2013,DAL,2013-10-27 13:03:00,Sun,1,0,5-3,HOME,31.0,30.0,29.0,623.0,480.0,143.0,4.0,13.0,268.0,206.0,62.0,0.0,5.83,1.28,-8.24
185,DET,2013,CHI,2013-11-10 13:03:00,Sun,1,0,6-3,AWAY,21.0,19.0,21.0,364.0,219.0,145.0,1.0,19.0,338.0,300.0,38.0,1.0,6.45,1.2,-2.8
186,DET,2013,PIT,2013-11-17 13:02:00,Sun,0,0,6-4,AWAY,27.0,37.0,21.0,451.0,344.0,107.0,3.0,24.0,398.0,358.0,40.0,0.0,-0.66,-10.88,0.2
187,DET,2013,TAM,2013-11-24 13:03:00,Sun,0,0,6-5,HOME,21.0,24.0,25.0,390.0,286.0,104.0,5.0,10.0,229.0,207.0,22.0,0.0,-4.69,2.91,0.55
188,DET,2013,GNB,2013-11-28 12:36:00,Thu,1,0,7-5,HOME,40.0,10.0,30.0,561.0,320.0,241.0,4.0,7.0,126.0,102.0,24.0,3.0,18.72,21.55,-12.2
189,DET,2013,PHI,2013-12-08 13:02:00,Sun,0,0,7-6,AWAY,20.0,34.0,11.0,231.0,151.0,80.0,3.0,23.0,478.0,179.0,299.0,1.0,-20.73,-12.74,13.93
190,DET,2013,BAL,2013-12-16 20:40:00,Mon,0,0,7-7,HOME,16.0,18.0,19.0,349.0,230.0,119.0,3.0,18.0,305.0,215.0,90.0,0.0,0.47,1.78,-5.72
191,DET,2013,NYG,2013-12-22 16:05:00,Sun,0,1,7-8,HOME,20.0,23.0,24.0,355.0,207.0,148.0,3.0,15.0,279.0,238.0,41.0,2.0,-11.36,9.76,-1.31
192,DET,2013,MIN,2013-12-29 13:05:00,Sun,0,0,7-9,AWAY,13.0,14.0,14.0,245.0,182.0,63.0,0.0,19.0,345.0,171.0,174.0,2.0,-7.6,1.76,1.17
193,DET,2014,NYG,2014-09-08 19:11:00,Mon,1,0.0,1-0,HOME,35.0,14.0,20.0,417.0,341.0,76.0,0.0,16.0,197.0,144.0,53.0,2.0,20.18,9.53,-7.37
194,DET,2014,CAR,2014-09-14 13:04:00,Sun,0,0.0,1-1,AWAY,7.0,24.0,21.0,323.0,253.0,70.0,3.0,20.0,313.0,251.0,62.0,0.0,-5.21,-1.84,-10.18
195,DET,2014,GNB,2014-09-21 13:02:00,Sun,1,0.0,2-1,HOME,19.0,7.0,21.0,353.0,238.0,115.0,3.0,14.0,223.0,147.0,76.0,1.0,5.28,9.56,-3.91
196,DET,2014,NYJ,2014-09-28 13:02:00,Sun,1,0.0,3-1,AWAY,24.0,17.0,17.0,360.0,272.0,88.0,0.0,17.0,336.0,204.0,132.0,2.0,6.54,5.19,-3.75
197,DET,2014,BUF,2014-10-05 13:03:00,Sun,0,0.0,3-2,HOME,14.0,17.0,13.0,273.0,204.0,69.0,2.0,19.0,343.0,294.0,49.0,1.0,-14.38,10.12,-4.07
198,DET,2014,MIN,2014-10-12 13:02:00,Sun,1,0.0,4-2,AWAY,17.0,3.0,18.0,255.0,155.0,100.0,0.0,15.0,212.0,143.0,69.0,3.0,-7.7,26.97,-5.43
199,DET,2014,NOR,2014-10-19 13:02:00,Sun,1,0.0,5-2,HOME,24.0,23.0,21.0,344.0,285.0,59.0,2.0,25.0,408.0,335.0,73.0,2.0,6.26,-0.24,-2.78
200,DET,2014,ATL,2014-10-26 09:37:00,Sun,1,0.0,6-2,AWAY,22.0,21.0,22.0,385.0,325.0,60.0,1.0,22.0,291.0,213.0,78.0,1.0,8.9,-7.54,-0.34
201,DET,2014,MIA,2014-11-09 13:02:00,Sun,1,0.0,7-2,HOME,20.0,16.0,19.0,351.0,288.0,63.0,1.0,20.0,228.0,178.0,50.0,2.0,3.2,12.32,-11.73
202,DET,2014,ARI,2014-11-16 16:25:00,Sun,0,0.0,7-3,AWAY,6.0,14.0,11.0,262.0,164.0,98.0,1.0,18.0,352.0,306.0,46.0,2.0,-8.52,-0.49,1.98
203,DET,2014,NWE,2014-11-23 13:02:00,Sun,0,0.0,7-4,AWAY,9.0,34.0,21.0,335.0,244.0,91.0,1.0,29.0,439.0,349.0,90.0,1.0,-6.78,-11.76,-7.17
204,DET,2014,CHI,2014-11-27 12:39:00,Thu,1,0.0,8-4,HOME,34.0,17.0,28.0,474.0,383.0,91.0,1.0,18.0,269.0,256.0,13.0,2.0,16.09,4.76,-2.84
205,DET,2014,TAM,2014-12-07 13:02:00,Sun,1,0.0,9-4,HOME,34.0,17.0,22.0,407.0,294.0,113.0,1.0,15.0,233.0,207.0,26.0,3.0,9.91,6.86,-4.27
206,DET,2014,MIN,2014-12-14 16:25:00,Sun,1,0.0,10-4,HOME,16.0,14.0,11.0,233.0,153.0,80.0,0.0,21.0,360.0,284.0,76.0,2.0,-4.7,-0.06,8.56
207,DET,2014,CHI,2014-12-21 13:03:00,Sun,1,0.0,11-4,AWAY,20.0,14.0,22.0,367.0,229.0,138.0,3.0,17.0,234.0,170.0,64.0,1.0,10.12,4.98,-11.16
208,DET,2014,GNB,2014-12-28 16:25:00,Sun,0,0.0,11-5,AWAY,20.0,30.0,23.0,313.0,202.0,111.0,1.0,24.0,377.0,225.0,152.0,2.0,-2.08,-9.6,-0.49
209,DET,2014,DAL,2015-01-04 16:41:00,Sun,0,0.0,11-6,AWAY,20.0,24.0,19.0,397.0,307.0,90.0,3.0,18.0,315.0,242.0,73.0,1.0,4.18,-10.31,1.17
210,DET,2015,LAC,2015-09-13 16:05:00,Sun,0,0,0-1,AWAY,28.0,33.0,16.0,302.0,233.0,69.0,2.0,28.0,483.0,387.0,96.0,3.0,2.96,-6.12,1.45
211,DET,2015,MIN,2015-09-20 13:03:00,Sun,0,0,0-2,AWAY,16.0,26.0,25.0,323.0,285.0,38.0,3.0,20.0,350.0,151.0,199.0,1.0,-2.37,-6.77,-3.09
212,DET,2015,DEN,2015-09-27 20:30:00,Sun,0,0,0-3,HOME,12.0,24.0,22.0,290.0,262.0,28.0,3.0,19.0,354.0,313.0,41.0,2.0,-7.25,-4.66,0.27
213,DET,2015,SEA,2015-10-05 20:31:00,Mon,0,0,0-4,AWAY,10.0,13.0,12.0,256.0,203.0,53.0,1.0,18.0,345.0,235.0,110.0,3.0,-11.11,5.5,0.86
214,DET,2015,ARI,2015-10-11 16:05:00,Sun,0,0,0-5,HOME,17.0,42.0,29.0,435.0,379.0,56.0,6.0,15.0,345.0,158.0,187.0,0.0,-9.65,-13.26,1.18
215,DET,2015,CHI,2015-10-18 13:02:00,Sun,1,1,1-5,HOME,37.0,34.0,26.0,546.0,391.0,155.0,3.0,24.0,444.0,353.0,91.0,1.0,24.87,-10.32,-11.52
216,DET,2015,MIN,2015-10-25 13:02:00,Sun,0,0,1-6,HOME,19.0,28.0,14.0,274.0,197.0,77.0,0.0,25.0,425.0,285.0,140.0,1.0,-3.14,-9.71,3.19
217,DET,2015,KAN,2015-11-01 09:36:00,Sun,0,0,1-7,AWAY,10.0,45.0,16.0,276.0,195.0,81.0,2.0,24.0,340.0,134.0,206.0,0.0,-10.04,-21.11,-4.13
218,DET,2015,GNB,2015-11-15 13:04:00,Sun,1,0,2-7,AWAY,18.0,16.0,16.0,287.0,242.0,45.0,1.0,22.0,372.0,325.0,47.0,0.0,-4.4,-1.03,9.55
219,DET,2015,LVR,2015-11-22 13:02:00,Sun,1,0,3-7,HOME,18.0,13.0,22.0,375.0,266.0,109.0,0.0,13.0,216.0,164.0,52.0,0.0,6.18,1.18,4.39
220,DET,2015,PHI,2015-11-26 12:35:00,Thu,1,0,4-7,HOME,45.0,14.0,28.0,430.0,322.0,108.0,0.0,14.0,227.0,159.0,68.0,1.0,24.93,6.28,-0.12
221,DET,2015,GNB,2015-12-03 20:26:00,Thu,0,0,4-8,HOME,23.0,27.0,17.0,306.0,205.0,101.0,1.0,19.0,313.0,246.0,67.0,1.0,-1.96,-6.76,5.5
222,DET,2015,LAR,2015-12-13 13:02:00,Sun,0,0,4-9,AWAY,14.0,21.0,22.0,331.0,220.0,111.0,1.0,15.0,317.0,114.0,203.0,2.0,-8.65,-3.36,2.18
223,DET,2015,NOR,2015-12-21 20:30:00,Mon,1,0,5-9,AWAY,35.0,27.0,24.0,396.0,246.0,150.0,1.0,27.0,399.0,330.0,69.0,0.0,18.77,-13.28,0.14
224,DET,2015,SFO,2015-12-27 13:03:00,Sun,1,0,6-9,HOME,32.0,17.0,26.0,371.0,284.0,87.0,0.0,20.0,322.0,201.0,121.0,1.0,12.84,-0.08,2.64
225,DET,2015,CHI,2016-01-03 13:02:00,Sun,1,0,7-9,AWAY,24.0,20.0,22.0,349.0,282.0,67.0,0.0,16.0,345.0,234.0,111.0,3.0,8.75,-2.01,-3.46
226,DET,2016,IND,2016-09-11 16:27:00,Sun,1,0,1-0,AWAY,39.0,35.0,28.0,448.0,332.0,116.0,0.0,25.0,450.0,368.0,82.0,0.0,26.0,-23.5,1.43
227,DET,2016,TEN,2016-09-18 13:02:00,Sun,0,0,1-1,HOME,15.0,16.0,22.0,375.0,238.0,137.0,1.0,22.0,363.0,224.0,139.0,1.0,0.39,-10.15,6.83
228,DET,2016,GNB,2016-09-25 13:02:00,Sun,0,0,1-2,AWAY,27.0,34.0,22.0,418.0,368.0,50.0,1.0,17.0,324.0,201.0,123.0,0.0,14.19,-17.93,-2.24
229,DET,2016,CHI,2016-10-02 13:00:00,Sun,0,0,1-3,AWAY,14.0,17.0,16.0,263.0,197.0,66.0,2.0,23.0,408.0,294.0,114.0,0.0,-7.47,-7.93,10.3
230,DET,2016,PHI,2016-10-09 13:02:00,Sun,1,0,2-3,HOME,24.0,23.0,21.0,244.0,164.0,80.0,1.0,18.0,346.0,230.0,116.0,2.0,8.49,-4.42,-2.7
231,DET,2016,LAR,2016-10-16 13:02:00,Sun,1,0,3-3,HOME,31.0,28.0,20.0,348.0,265.0,83.0,0.0,23.0,387.0,311.0,76.0,1.0,20.72,-19.64,2.35
232,DET,2016,WAS,2016-10-23 13:02:00,Sun,1,0,4-3,HOME,20.0,17.0,19.0,344.0,250.0,94.0,0.0,26.0,413.0,283.0,130.0,2.0,11.55,-8.7,1.85
233,DET,2016,HOU,2016-10-30 13:03:00,Sun,0,0,4-4,AWAY,13.0,20.0,19.0,289.0,231.0,58.0,0.0,20.0,269.0,164.0,105.0,1.0,0.37,-1.76,-5.34
234,DET,2016,MIN,2016-11-06 13:00:00,Sun,1,1,5-4,AWAY,22.0,16.0,18.0,311.0,214.0,97.0,1.0,22.0,337.0,259.0,78.0,0.0,1.15,-6.72,13.83
235,DET,2016,JAX,2016-11-20 13:00:00,Sun,1,0,6-4,HOME,26.0,19.0,14.0,277.0,263.0,14.0,2.0,16.0,285.0,202.0,83.0,3.0,-2.74,12.43,0.09
236,DET,2016,MIN,2016-11-24 12:30:00,Thu,1,0,7-4,HOME,16.0,13.0,18.0,308.0,214.0,94.0,0.0,17.0,306.0,224.0,82.0,1.0,-1.3,3.19,-1.08
237,DET,2016,NOR,2016-12-04 13:00:00,Sun,1,0,8-4,AWAY,28.0,13.0,24.0,422.0,337.0,85.0,0.0,20.0,369.0,319.0,50.0,3.0,14.73,2.06,-1.51
238,DET,2016,CHI,2016-12-11 13:00:00,Sun,1,0,9-4,HOME,20.0,17.0,25.0,323.0,209.0,114.0,2.0,16.0,296.0,204.0,92.0,0.0,7.22,-3.02,-1.03
239,DET,2016,NYG,2016-12-18 13:00:00,Sun,0,0,9-5,AWAY,6.0,17.0,16.0,324.0,268.0,56.0,2.0,17.0,300.0,186.0,114.0,0.0,-6.52,-3.39,0.49
240,DET,2016,DAL,2016-12-26 20:30:00,Mon,0,0,9-6,AWAY,21.0,42.0,23.0,319.0,229.0,90.0,2.0,23.0,375.0,211.0,164.0,0.0,5.57,-24.42,-0.09
241,DET,2016,GNB,2017-01-01 20:30:00,Sun,0,0,9-7,HOME,24.0,31.0,24.0,408.0,332.0,76.0,1.0,28.0,448.0,295.0,153.0,0.0,12.02,-20.35,-0.51
242,DET,2016,SEA,2017-01-07 20:15:00,Sat,0,0,9-8,AWAY,6.0,26.0,13.0,231.0,182.0,49.0,0.0,24.0,387.0,210.0,177.0,0.0,-11.29,-18.51,9.37
243,DET,2017,ARI,2017-09-10 13:00:00,Sun,1,0.0,1-0,HOME,35.0,23.0,19.0,367.0,285.0,82.0,1.0,24.0,308.0,263.0,45.0,4.0,-6.69,18.14,1.34
244,DET,2017,NYG,2017-09-18 20:30:00,Mon,1,0.0,2-0,AWAY,24.0,10.0,12.0,257.0,119.0,138.0,1.0,14.0,270.0,208.0,62.0,1.0,-5.01,9.08,7.78
245,DET,2017,ATL,2017-09-24 13:00:00,Sun,0,0.0,2-1,HOME,26.0,30.0,21.0,324.0,253.0,71.0,0.0,26.0,428.0,277.0,151.0,3.0,-0.21,-2.82,2.52
246,DET,2017,MIN,2017-10-01 13:00:00,Sun,1,0.0,3-1,AWAY,14.0,7.0,19.0,251.0,154.0,97.0,0.0,15.0,284.0,197.0,87.0,3.0,-5.23,10.05,-0.21
247,DET,2017,CAR,2017-10-08 13:00:00,Sun,0,0.0,3-2,HOME,24.0,27.0,19.0,242.0,192.0,50.0,1.0,16.0,362.0,334.0,28.0,0.0,-2.13,-5.73,3.66
248,DET,2017,NOR,2017-10-15 13:00:00,Sun,0,0.0,3-3,AWAY,38.0,52.0,18.0,347.0,281.0,66.0,5.0,19.0,379.0,186.0,193.0,3.0,-23.24,3.8,5.33
249,DET,2017,PIT,2017-10-29 20:30:00,Sun,0,0.0,3-4,HOME,15.0,20.0,21.0,482.0,411.0,71.0,1.0,17.0,392.0,317.0,75.0,2.0,0.88,-7.88,0.42
250,DET,2017,GNB,2017-11-06 20:30:00,Mon,1,0.0,4-4,AWAY,30.0,17.0,24.0,417.0,353.0,64.0,1.0,21.0,311.0,233.0,78.0,0.0,20.08,-4.31,-2.77
251,DET,2017,CLE,2017-11-12 13:00:00,Sun,1,0.0,5-4,HOME,38.0,24.0,16.0,345.0,241.0,104.0,1.0,26.0,413.0,212.0,201.0,2.0,10.64,-4.03,1.11
252,DET,2017,CHI,2017-11-19 13:00:00,Sun,1,0.0,6-4,AWAY,27.0,24.0,20.0,352.0,287.0,65.0,1.0,24.0,398.0,176.0,222.0,1.0,8.12,-11.16,6.16
253,DET,2017,MIN,2017-11-23 12:30:00,Thu,0,0.0,6-5,HOME,23.0,30.0,17.0,289.0,236.0,53.0,2.0,28.0,408.0,272.0,136.0,0.0,-1.95,-14.39,5.37
254,DET,2017,BAL,2017-12-03 13:00:00,Sun,0,0.0,6-6,AWAY,20.0,44.0,18.0,372.0,294.0,78.0,3.0,24.0,370.0,269.0,101.0,0.0,-5.85,-13.12,-5.09
255,DET,2017,TAM,2017-12-10 13:00:00,Sun,1,0.0,7-6,AWAY,24.0,21.0,21.0,434.0,381.0,53.0,3.0,28.0,400.0,267.0,133.0,5.0,7.76,-3.71,-0.42
256,DET,2017,CHI,2017-12-16 16:30:00,Sat,1,0.0,8-6,HOME,20.0,10.0,18.0,293.0,202.0,91.0,1.0,22.0,349.0,306.0,43.0,3.0,3.59,3.76,0.98
257,DET,2017,CIN,2017-12-24 13:00:00,Sun,0,0.0,8-7,AWAY,17.0,26.0,15.0,276.0,189.0,87.0,1.0,28.0,364.0,222.0,142.0,1.0,-2.71,-7.59,-0.91
258,DET,2017,GNB,2017-12-31 13:00:00,Sun,1,0.0,9-7,HOME,35.0,11.0,18.0,356.0,305.0,51.0,0.0,17.0,256.0,153.0,103.0,4.0,12.64,11.12,1.82
