,team,season,opp,datetime,day_week,week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
28,CHI,2003,GNB,2003-12-07 13:02:00,Sun,14,0.0,0.0,5-8,AWAY,21.0,34.0,13.0,275.0,231.0,44.0,5.0,17.0,307.0,210.0,97.0,1.0,-29.21,15.49,1.26
29,CHI,2003,MIN,2003-12-14 13:03:00,Sun,15,1.0,0.0,6-8,HOME,13.0,10.0,15.0,232.0,145.0,87.0,0.0,22.0,393.0,215.0,178.0,1.0,-0.07,-0.89,2.88
30,CHI,2003,WAS,2003-12-21 13:03:00,Sun,16,1.0,0.0,7-8,HOME,27.0,24.0,25.0,429.0,238.0,191.0,2.0,15.0,286.0,242.0,44.0,0.0,12.88,-4.68,-3.62
31,CHI,2003,KAN,2003-12-28 13:00:00,Sun,17,0.0,0.0,7-9,AWAY,3.0,31.0,16.0,241.0,157.0,84.0,2.0,23.0,282.0,195.0,87.0,1.0,-18.38,-6.47,2.26
32,CHI,2004,DET,2004-09-12 13:05:00,Sun,1,0.0,0,0-1,HOME,16.0,20.0,18.0,342.0,214.0,128.0,4.0,13.0,262.0,185.0,77.0,1.0,-9.81,8.57,-2.16
33,CHI,2004,GNB,2004-09-19 13:02:00,Sun,2,1.0,0,1-1,AWAY,21.0,10.0,18.0,307.0,125.0,182.0,2.0,23.0,404.0,252.0,152.0,3.0,1.49,11.14,-2.22
34,CHI,2004,MIN,2004-09-26 13:00:00,Sun,3,0.0,0,1-2,AWAY,22.0,27.0,24.0,385.0,239.0,146.0,1.0,24.0,443.0,350.0,93.0,2.0,3.68,-7.07,-3.81
35,CHI,2004,PHI,2004-10-03 13:05:00,Sun,4,0.0,0,1-3,HOME,9.0,19.0,14.0,224.0,192.0,32.0,1.0,24.0,376.0,218.0,158.0,1.0,-8.45,-3.33,2.57
36,CHI,2004,WAS,2004-10-17 13:03:00,Sun,6,0.0,0,1-4,HOME,10.0,13.0,9.0,160.0,34.0,126.0,1.0,18.0,311.0,93.0,218.0,1.0,-21.99,14.03,4.07
37,CHI,2004,TAM,2004-10-24 13:02:00,Sun,7,0.0,0,1-5,AWAY,7.0,19.0,11.0,167.0,91.0,76.0,2.0,17.0,293.0,155.0,138.0,2.0,-20.05,8.35,-0.66
38,CHI,2004,SFO,2004-10-31 20:36:00,Sun,8,1.0,0,2-5,HOME,23.0,13.0,14.0,254.0,134.0,120.0,3.0,10.0,162.0,100.0,62.0,2.0,-25.03,33.12,5.92
39,CHI,2004,NYG,2004-11-07 16:06:00,Sun,9,1.0,0,3-5,AWAY,28.0,21.0,13.0,231.0,109.0,122.0,2.0,15.0,258.0,167.0,91.0,5.0,-22.98,37.22,-6.16
40,CHI,2004,TEN,2004-11-14 13:03:00,Sun,10,1.0,1,4-5,AWAY,19.0,17.0,10.0,176.0,75.0,101.0,3.0,14.0,390.0,318.0,72.0,3.0,-30.15,21.44,8.65
41,CHI,2004,IND,2004-11-21 13:02:00,Sun,11,0.0,0,4-6,HOME,10.0,41.0,14.0,224.0,145.0,79.0,5.0,31.0,486.0,211.0,275.0,1.0,-15.4,-17.76,9.07
42,CHI,2004,DAL,2004-11-25 16:36:00,Thu,12,0.0,0,4-7,AWAY,7.0,21.0,10.0,140.0,91.0,49.0,4.0,18.0,267.0,113.0,154.0,2.0,-28.91,14.72,3.09
43,CHI,2004,MIN,2004-12-05 13:03:00,Sun,13,1.0,0,5-7,HOME,24.0,14.0,21.0,318.0,174.0,144.0,1.0,24.0,391.0,245.0,146.0,4.0,3.83,4.01,2.53
