,team,year,opp,dt_date,datetime,day_week,W/L,ot,record,home/away,team_score,opp_score,1D_gained,team_total_yards,team_pass_yards,team_rush_yards,team_turnover,1D_allowed,opp_total_yards,opp_pass_yards,opp_rush_yards,opp_turnover,offense_expected_points,defense_expected_points,sp_expected_points
114,JAX,2008,BAL,2008-12-28 00:00:00,2008-12-28 16:16:00,Sun,0,0,5-11,AWAY,7.0,27.0,14.0,245.0,127.0,118.0,4.0,20.0,431.0,304.0,127.0,0.0,-14.99,-12.3,3.53
115,JAX,2009,IND,2009-09-13 00:00:00,2009-09-13 13:02:00,Sun,0,0,0-1,AWAY,12.0,14.0,12.0,228.0,114.0,114.0,0.0,21.0,365.0,294.0,71.0,2.0,-5.41,0.52,3.75
116,JAX,2009,ARI,2009-09-20 00:00:00,2009-09-20 13:03:00,Sun,0,0,0-2,HOME,17.0,31.0,18.0,367.0,275.0,92.0,3.0,22.0,383.0,265.0,118.0,2.0,-4.91,-10.45,0.68
117,JAX,2009,HOU,2009-09-27 00:00:00,2009-09-27 13:03:00,Sun,1,0,1-2,AWAY,31.0,24.0,24.0,399.0,214.0,185.0,1.0,23.0,397.0,286.0,111.0,2.0,18.25,-11.1,-0.07
118,JAX,2009,TEN,2009-10-04 00:00:00,2009-10-04 13:05:00,Sun,1,0,2-2,HOME,37.0,17.0,27.0,442.0,305.0,137.0,1.0,19.0,379.0,284.0,95.0,3.0,14.27,4.98,5.76
119,JAX,2009,SEA,2009-10-11 00:00:00,2009-10-11 16:16:00,Sun,0,0,2-3,AWAY,0.0,41.0,10.0,199.0,161.0,38.0,2.0,24.0,379.0,236.0,143.0,0.0,-27.8,-17.82,3.7
120,JAX,2009,LAR,2009-10-18 00:00:00,2009-10-18 13:03:00,Sun,1,1,3-3,HOME,23.0,20.0,33.0,492.0,326.0,166.0,3.0,13.0,262.0,207.0,55.0,1.0,9.06,2.3,-6.37
121,JAX,2009,TEN,2009-11-01 00:00:00,2009-11-01 16:05:00,Sun,0,0,3-4,AWAY,13.0,30.0,12.0,330.0,113.0,217.0,2.0,20.0,430.0,125.0,305.0,0.0,-4.02,-15.0,1.58
122,JAX,2009,KAN,2009-11-08 00:00:00,2009-11-08 13:03:00,Sun,1,0,4-4,HOME,24.0,21.0,21.0,426.0,253.0,173.0,1.0,14.0,301.0,241.0,60.0,0.0,12.56,-0.64,-7.83
123,JAX,2009,NYJ,2009-11-15 00:00:00,2009-11-15 13:02:00,Sun,1,0,5-4,AWAY,24.0,22.0,18.0,347.0,208.0,139.0,1.0,19.0,322.0,212.0,110.0,3.0,9.59,4.64,-11.16
124,JAX,2009,BUF,2009-11-22 00:00:00,2009-11-22 13:03:00,Sun,1,0,6-4,HOME,18.0,15.0,19.0,310.0,208.0,102.0,2.0,14.0,343.0,290.0,53.0,3.0,-2.28,5.8,-0.26
125,JAX,2009,SFO,2009-11-29 00:00:00,2009-11-29 16:05:00,Sun,0,0,6-5,AWAY,3.0,20.0,18.0,357.0,261.0,96.0,2.0,15.0,284.0,232.0,52.0,0.0,-6.5,-5.51,-7.88
126,JAX,2009,HOU,2009-12-06 00:00:00,2009-12-06 13:03:00,Sun,1,0,7-5,HOME,23.0,18.0,19.0,323.0,216.0,107.0,1.0,19.0,305.0,233.0,72.0,3.0,2.86,7.36,-4.63
127,JAX,2009,MIA,2009-12-13 00:00:00,2009-12-13 13:03:00,Sun,0,0,7-6,HOME,10.0,14.0,10.0,217.0,122.0,95.0,0.0,22.0,354.0,208.0,146.0,3.0,-11.96,1.26,6.09
128,JAX,2009,IND,2009-12-17 00:00:00,2009-12-17 20:21:00,Thu,0,0,7-7,HOME,31.0,35.0,25.0,345.0,206.0,139.0,1.0,18.0,369.0,308.0,61.0,1.0,14.31,-16.56,2.63
129,JAX,2009,NWE,2009-12-27 00:00:00,2009-12-27 13:02:00,Sun,0,0,7-8,AWAY,7.0,35.0,16.0,275.0,177.0,98.0,2.0,26.0,464.0,267.0,197.0,1.0,-6.91,-25.33,5.54
130,JAX,2009,CLE,2009-01-03 00:00:00,2009-01-03 13:02:00,Sun,0,0,7-9,AWAY,17.0,23.0,18.0,328.0,197.0,131.0,1.0,18.0,300.0,86.0,214.0,1.0,3.1,-5.91,-0.2
131,JAX,2010,DEN,2010-09-12 00:00:00,2010-09-12 13:03:00,Sun,1,0,1-0,HOME,24.0,17.0,18.0,299.0,165.0,134.0,0.0,21.0,363.0,274.0,89.0,2.0,8.84,-1.46,0.77
132,JAX,2010,LAC,2010-09-19 00:00:00,2010-09-19 16:15:00,Sun,0,0,1-1,AWAY,13.0,38.0,20.0,350.0,279.0,71.0,6.0,25.0,477.0,326.0,151.0,3.0,-13.95,-17.88,7.53
133,JAX,2010,PHI,2010-09-26 00:00:00,2010-09-26 16:05:00,Sun,0,0,1-2,HOME,3.0,28.0,16.0,191.0,52.0,139.0,1.0,15.0,373.0,267.0,106.0,0.0,-15.58,-10.77,4.17
134,JAX,2010,IND,2010-10-03 00:00:00,2010-10-03 16:05:00,Sun,1,0,2-2,HOME,31.0,28.0,20.0,337.0,163.0,174.0,0.0,28.0,406.0,348.0,58.0,2.0,18.39,-14.17,1.29
135,JAX,2010,BUF,2010-10-10 00:00:00,2010-10-10 13:02:00,Sun,1,0,3-2,AWAY,36.0,26.0,21.0,381.0,165.0,216.0,3.0,17.0,306.0,196.0,110.0,0.0,6.06,1.92,4.76
136,JAX,2010,TEN,2010-10-18 00:00:00,2010-10-18 20:40:00,Mon,0,0,3-3,HOME,3.0,30.0,17.0,249.0,173.0,76.0,4.0,20.0,324.0,171.0,153.0,0.0,-10.29,-15.89,1.3
137,JAX,2010,KAN,2010-10-24 00:00:00,2010-10-24 13:03:00,Sun,0,0,3-4,AWAY,20.0,42.0,19.0,300.0,216.0,84.0,3.0,25.0,426.0,190.0,236.0,0.0,1.77,-22.78,0.44
138,JAX,2010,DAL,2010-10-31 00:00:00,2010-10-31 13:05:00,Sun,1,0,4-4,AWAY,35.0,17.0,20.0,387.0,238.0,149.0,1.0,25.0,415.0,365.0,50.0,4.0,15.48,2.83,-0.95
139,JAX,2010,HOU,2010-11-14 00:00:00,2010-11-14 13:04:00,Sun,1,0,5-4,HOME,31.0,24.0,29.0,491.0,326.0,165.0,0.0,20.0,395.0,314.0,81.0,1.0,24.68,-13.34,-4.02
140,JAX,2010,CLE,2010-11-21 00:00:00,2010-11-21 13:03:00,Sun,1,0,6-4,HOME,24.0,20.0,24.0,371.0,226.0,145.0,6.0,15.0,283.0,195.0,88.0,1.0,-5.22,4.89,4.11
141,JAX,2010,NYG,2010-11-28 00:00:00,2010-11-28 13:02:00,Sun,0,0,6-5,AWAY,20.0,24.0,26.0,328.0,121.0,207.0,2.0,17.0,361.0,226.0,135.0,0.0,3.97,-10.07,0.45
142,JAX,2010,TEN,2010-12-05 00:00:00,2010-12-05 13:03:00,Sun,1,0,7-5,AWAY,17.0,6.0,23.0,377.0,119.0,258.0,0.0,11.0,220.0,163.0,57.0,2.0,9.95,9.75,-7.38
143,JAX,2010,LVR,2010-12-12 00:00:00,2010-12-12 13:02:00,Sun,1,0,8-5,HOME,38.0,31.0,19.0,385.0,151.0,234.0,1.0,21.0,476.0,323.0,153.0,2.0,13.1,-18.85,9.27
144,JAX,2010,IND,2010-12-19 00:00:00,2010-12-19 13:02:00,Sun,0,0,8-6,AWAY,24.0,34.0,20.0,356.0,289.0,67.0,2.0,19.0,376.0,221.0,155.0,0.0,1.49,-10.56,1.31
145,JAX,2010,WAS,2010-12-26 00:00:00,2010-12-26 13:03:00,Sun,0,1,8-7,HOME,17.0,20.0,15.0,336.0,258.0,78.0,2.0,15.0,251.0,172.0,79.0,1.0,-10.87,10.82,-4.68
146,JAX,2010,HOU,2010-01-02 00:00:00,2010-01-02 16:15:00,Sun,0,0,8-8,AWAY,17.0,34.0,23.0,322.0,124.0,198.0,2.0,22.0,497.0,253.0,244.0,0.0,6.01,-22.44,0.28
147,JAX,2011,TEN,2011-09-11 00:00:00,2011-09-11 13:05:00,Sun,1,0.0,1-0,HOME,16.0,14.0,20.0,323.0,160.0,163.0,1.0,13.0,292.0,249.0,43.0,1.0,-0.25,-3.55,2.37
148,JAX,2011,NYJ,2011-09-18 00:00:00,2011-09-18 13:02:00,Sun,0,0.0,1-1,AWAY,3.0,32.0,11.0,203.0,91.0,112.0,4.0,15.0,283.0,182.0,101.0,2.0,-28.7,4.12,-2.89
149,JAX,2011,CAR,2011-09-25 00:00:00,2011-09-25 13:02:00,Sun,0,0.0,1-2,AWAY,10.0,16.0,13.0,257.0,129.0,128.0,1.0,16.0,265.0,158.0,107.0,0.0,-8.92,3.92,2.54
150,JAX,2011,NOR,2011-10-02 00:00:00,2011-10-02 13:03:00,Sun,0,0.0,1-3,HOME,10.0,23.0,15.0,274.0,170.0,104.0,1.0,30.0,503.0,326.0,177.0,2.0,-11.87,-11.89,4.95
151,JAX,2011,CIN,2011-10-09 00:00:00,2011-10-09 13:02:00,Sun,0,0.0,1-4,HOME,20.0,30.0,12.0,296.0,200.0,96.0,2.0,13.0,239.0,162.0,77.0,1.0,-14.15,10.47,-6.78
152,JAX,2011,PIT,2011-10-16 00:00:00,2011-10-16 13:02:00,Sun,0,0.0,1-5,AWAY,13.0,17.0,16.0,209.0,76.0,133.0,0.0,15.0,370.0,185.0,185.0,0.0,-8.87,-6.72,12.18
153,JAX,2011,BAL,2011-10-24 00:00:00,2011-10-24 20:40:00,Mon,1,0.0,2-5,HOME,12.0,7.0,13.0,205.0,73.0,132.0,1.0,11.0,146.0,112.0,34.0,2.0,-19.02,20.39,5.46
154,JAX,2011,HOU,2011-10-30 00:00:00,2011-10-30 13:02:00,Sun,0,0.0,2-6,AWAY,14.0,24.0,13.0,174.0,90.0,84.0,2.0,20.0,358.0,202.0,156.0,2.0,-15.34,3.75,3.14
155,JAX,2011,IND,2011-11-13 00:00:00,2011-11-13 13:02:00,Sun,1,0.0,3-6,AWAY,17.0,3.0,18.0,251.0,110.0,141.0,1.0,17.0,212.0,128.0,84.0,3.0,-2.48,19.69,-6.29
156,JAX,2011,CLE,2011-11-20 00:00:00,2011-11-20 13:02:00,Sun,0,0.0,3-7,AWAY,10.0,14.0,23.0,303.0,195.0,108.0,0.0,20.0,334.0,186.0,148.0,1.0,6.47,-8.19,1.73
157,JAX,2011,HOU,2011-11-27 00:00:00,2011-11-27 13:03:00,Sun,0,0.0,3-8,HOME,13.0,20.0,14.0,255.0,150.0,105.0,1.0,9.0,215.0,127.0,88.0,1.0,-17.08,22.9,-10.44
158,JAX,2011,LAC,2011-12-05 00:00:00,2011-12-05 20:41:00,Mon,0,0.0,3-9,HOME,14.0,38.0,17.0,306.0,177.0,129.0,1.0,19.0,433.0,294.0,139.0,0.0,-4.89,-19.44,0.54
159,JAX,2011,TAM,2011-12-11 00:00:00,2011-12-11 13:03:00,Sun,1,0.0,4-9,HOME,41.0,14.0,21.0,325.0,209.0,116.0,2.0,15.0,280.0,170.0,110.0,7.0,-2.54,19.92,9.48
160,JAX,2011,ATL,2011-12-15 00:00:00,2011-12-15 20:29:00,Thu,0,0.0,4-10,AWAY,14.0,41.0,12.0,207.0,91.0,116.0,4.0,20.0,373.0,276.0,97.0,0.0,-17.66,-8.08,0.07
161,JAX,2011,TEN,2011-12-24 00:00:00,2011-12-24 13:02:00,Sat,0,0.0,4-11,AWAY,17.0,23.0,18.0,300.0,187.0,113.0,1.0,20.0,407.0,342.0,65.0,3.0,-6.23,2.53,-2.68
162,JAX,2011,IND,2011-01-01 00:00:00,2011-01-01 13:03:00,Sun,1,0.0,5-11,HOME,19.0,13.0,15.0,261.0,71.0,190.0,1.0,19.0,298.0,242.0,56.0,3.0,-4.14,5.13,4.23
163,JAX,2012,MIN,2012-09-09 00:00:00,2012-09-09 13:05:00,Sun,0,1,0-1,AWAY,23.0,26.0,22.0,355.0,242.0,113.0,1.0,20.0,389.0,266.0,123.0,1.0,6.14,-5.4,-5.52
164,JAX,2012,HOU,2012-09-16 00:00:00,2012-09-16 13:03:00,Sun,0,0,0-2,HOME,7.0,27.0,9.0,117.0,52.0,65.0,1.0,28.0,411.0,195.0,216.0,0.0,-17.45,-13.96,8.29
165,JAX,2012,IND,2012-09-23 00:00:00,2012-09-23 13:03:00,Sun,1,0,1-2,AWAY,22.0,17.0,15.0,333.0,148.0,185.0,0.0,23.0,437.0,313.0,124.0,1.0,4.77,-6.21,5.12
166,JAX,2012,CIN,2012-09-30 00:00:00,2012-09-30 16:05:00,Sun,0,0,1-3,HOME,10.0,27.0,17.0,212.0,143.0,69.0,2.0,20.0,382.0,244.0,138.0,2.0,-8.86,-10.33,0.08
167,JAX,2012,CHI,2012-10-07 00:00:00,2012-10-07 16:05:00,Sun,0,0,1-4,HOME,3.0,41.0,10.0,189.0,129.0,60.0,3.0,26.0,501.0,287.0,214.0,1.0,-26.48,-20.18,7.35
168,JAX,2012,LVR,2012-10-21 00:00:00,2012-10-21 16:25:00,Sun,0,1,1-5,AWAY,23.0,26.0,10.0,209.0,155.0,54.0,1.0,20.0,351.0,282.0,69.0,3.0,-19.44,-0.13,18.57
169,JAX,2012,GNB,2012-10-28 00:00:00,2012-10-28 13:05:00,Sun,0,0,1-6,AWAY,15.0,24.0,18.0,341.0,279.0,62.0,1.0,20.0,238.0,172.0,66.0,1.0,-9.74,2.95,-5.91
170,JAX,2012,DET,2012-11-04 00:00:00,2012-11-04 13:04:00,Sun,0,0,1-7,HOME,14.0,31.0,19.0,279.0,215.0,64.0,2.0,26.0,434.0,285.0,149.0,0.0,5.54,-25.31,3.89
171,JAX,2012,IND,2012-11-08 00:00:00,2012-11-08 20:30:00,Thu,0,0,1-8,HOME,10.0,27.0,20.0,337.0,300.0,37.0,3.0,24.0,359.0,221.0,138.0,2.0,-11.69,-6.03,-1.32
172,JAX,2012,HOU,2012-11-18 00:00:00,2012-11-18 13:03:00,Sun,0,1,1-9,AWAY,37.0,43.0,17.0,458.0,372.0,86.0,1.0,39.0,653.0,504.0,149.0,3.0,10.25,-22.81,9.42
173,JAX,2012,TEN,2012-11-25 00:00:00,2012-11-25 13:03:00,Sun,1,0,2-9,HOME,24.0,19.0,19.0,321.0,221.0,100.0,1.0,20.0,360.0,250.0,110.0,2.0,1.93,-0.65,5.11
174,JAX,2012,BUF,2012-12-02 00:00:00,2012-12-02 13:02:00,Sun,0,0,2-10,AWAY,18.0,34.0,21.0,236.0,186.0,50.0,2.0,20.0,344.0,112.0,232.0,2.0,-16.91,-5.31,1.18
175,JAX,2012,NYJ,2012-12-09 00:00:00,2012-12-09 13:02:00,Sun,0,0,2-11,HOME,10.0,17.0,16.0,291.0,168.0,123.0,2.0,17.0,270.0,104.0,166.0,2.0,-8.36,5.33,-4.98
176,JAX,2012,MIA,2012-12-16 00:00:00,2012-12-16 13:03:00,Sun,0,0,2-12,AWAY,3.0,24.0,13.0,299.0,213.0,86.0,0.0,26.0,389.0,209.0,180.0,1.0,-8.45,-12.45,2.26
177,JAX,2012,NWE,2012-12-23 00:00:00,2012-12-23 13:02:00,Sun,0,0,2-13,HOME,16.0,23.0,22.0,436.0,343.0,93.0,3.0,23.0,349.0,246.0,103.0,2.0,-1.22,-3.54,0.4
178,JAX,2012,TEN,2012-12-30 00:00:00,2012-12-30 13:02:00,Sun,0,0,2-14,AWAY,20.0,38.0,21.0,375.0,253.0,122.0,3.0,12.0,221.0,142.0,79.0,0.0,-21.2,6.56,-7.99
179,JAX,2013,KAN,2013-09-08 00:00:00,2013-09-08 13:03:00,Sun,0,0.0,0-1,HOME,2.0,28.0,12.0,178.0,107.0,71.0,2.0,17.0,292.0,171.0,121.0,0.0,-34.0,0.89,6.19
180,JAX,2013,LVR,2013-09-15 00:00:00,2013-09-15 16:25:00,Sun,0,0.0,0-2,AWAY,9.0,19.0,15.0,248.0,214.0,34.0,0.0,16.0,340.0,114.0,226.0,1.0,-6.46,1.25,-3.87
181,JAX,2013,SEA,2013-09-22 00:00:00,2013-09-22 16:26:00,Sun,0,0.0,0-3,AWAY,17.0,45.0,17.0,265.0,214.0,51.0,3.0,28.0,479.0,323.0,156.0,2.0,-14.72,-17.42,2.93
182,JAX,2013,IND,2013-09-29 00:00:00,2013-09-29 13:06:00,Sun,0,0.0,0-4,HOME,3.0,37.0,14.0,205.0,165.0,40.0,3.0,26.0,437.0,280.0,157.0,1.0,-23.58,-14.26,6.43
183,JAX,2013,LAR,2013-10-06 00:00:00,2013-10-06 13:00:00,Sun,0,0.0,0-5,AWAY,20.0,34.0,16.0,363.0,267.0,96.0,3.0,22.0,351.0,208.0,143.0,0.0,-15.27,-8.35,7.86
184,JAX,2013,DEN,2013-10-13 00:00:00,2013-10-13 16:05:00,Sun,0,0.0,0-6,AWAY,19.0,35.0,20.0,362.0,291.0,71.0,2.0,26.0,407.0,295.0,112.0,3.0,-10.73,-7.61,2.73
185,JAX,2013,LAC,2013-10-20 00:00:00,2013-10-20 13:02:00,Sun,0,0.0,0-7,HOME,6.0,24.0,18.0,353.0,275.0,78.0,1.0,27.0,434.0,276.0,158.0,0.0,-3.62,-16.26,2.24
186,JAX,2013,SFO,2013-10-27 00:00:00,2013-10-27 13:07:00,Sun,0,0.0,0-8,HOME,10.0,42.0,20.0,318.0,228.0,90.0,1.0,25.0,398.0,177.0,221.0,1.0,-8.1,-20.89,1.73
187,JAX,2013,TEN,2013-11-10 00:00:00,2013-11-10 13:02:00,Sun,1,0.0,1-8,AWAY,29.0,27.0,13.0,214.0,160.0,54.0,2.0,19.0,362.0,279.0,83.0,4.0,-11.38,9.53,5.6
188,JAX,2013,ARI,2013-11-17 00:00:00,2013-11-17 13:04:00,Sun,0,0.0,1-9,HOME,14.0,27.0,14.0,274.0,242.0,32.0,2.0,19.0,416.0,402.0,14.0,0.0,-12.18,-4.73,1.59
189,JAX,2013,HOU,2013-11-24 00:00:00,2013-11-24 13:02:00,Sun,1,0.0,2-9,AWAY,13.0,6.0,16.0,333.0,215.0,118.0,0.0,11.0,218.0,141.0,77.0,1.0,0.61,14.08,-6.1
190,JAX,2013,CLE,2013-12-01 00:00:00,2013-12-01 13:02:00,Sun,1,0.0,3-9,AWAY,32.0,28.0,22.0,314.0,202.0,112.0,1.0,24.0,439.0,342.0,97.0,3.0,3.18,-1.52,6.44
191,JAX,2013,HOU,2013-12-05 00:00:00,2013-12-05 20:29:00,Thu,1,0.0,4-9,HOME,27.0,20.0,18.0,281.0,132.0,149.0,0.0,23.0,406.0,323.0,83.0,2.0,7.27,2.03,1.06
192,JAX,2013,BUF,2013-12-15 00:00:00,2013-12-15 13:02:00,Sun,0,0.0,4-10,HOME,20.0,27.0,22.0,354.0,195.0,159.0,4.0,25.0,366.0,168.0,198.0,2.0,-10.24,-4.12,4.62
193,JAX,2013,TEN,2013-12-22 00:00:00,2013-12-22 13:02:00,Sun,0,0.0,4-11,HOME,16.0,20.0,15.0,289.0,226.0,63.0,1.0,22.0,346.0,164.0,182.0,1.0,-2.58,-3.75,1.2
194,JAX,2013,IND,2013-12-29 00:00:00,2013-12-29 13:02:00,Sun,0,0.0,4-12,AWAY,10.0,30.0,19.0,350.0,308.0,42.0,2.0,23.0,379.0,299.0,80.0,0.0,-9.89,-14.25,4.6
195,JAX,2014,PHI,2014-09-07 00:00:00,2014-09-07 13:02:00,Sun,0,0.0,0-1,AWAY,17.0,34.0,18.0,306.0,242.0,64.0,1.0,24.0,420.0,275.0,145.0,3.0,-12.73,2.13,-3.49
196,JAX,2014,WAS,2014-09-14 00:00:00,2014-09-14 13:05:00,Sun,0,0.0,0-2,AWAY,10.0,41.0,8.0,148.0,123.0,25.0,1.0,32.0,449.0,258.0,191.0,0.0,-17.2,-18.53,2.9
197,JAX,2014,IND,2014-09-21 00:00:00,2014-09-21 13:02:00,Sun,0,0.0,0-3,HOME,17.0,44.0,18.0,344.0,239.0,105.0,3.0,27.0,529.0,385.0,144.0,0.0,-2.09,-23.28,0.73
198,JAX,2014,LAC,2014-09-28 00:00:00,2014-09-28 16:05:00,Sun,0,0.0,0-4,AWAY,14.0,33.0,21.0,320.0,235.0,85.0,3.0,19.0,407.0,365.0,42.0,0.0,-5.58,-15.09,2.82
199,JAX,2014,PIT,2014-10-05 00:00:00,2014-10-05 13:02:00,Sun,0,0.0,0-5,HOME,9.0,17.0,12.0,243.0,187.0,56.0,2.0,20.0,372.0,261.0,111.0,1.0,-12.09,-4.43,6.2
200,JAX,2014,TEN,2014-10-12 00:00:00,2014-10-12 13:02:00,Sun,0,0.0,0-6,AWAY,14.0,16.0,27.0,379.0,297.0,82.0,2.0,14.0,290.0,220.0,70.0,0.0,0.87,0.41,-3.71
201,JAX,2014,CLE,2014-10-19 00:00:00,2014-10-19 13:02:00,Sun,1,0.0,1-6,HOME,24.0,6.0,20.0,336.0,151.0,185.0,3.0,13.0,266.0,197.0,69.0,3.0,-10.8,30.51,3.63
202,JAX,2014,MIA,2014-10-26 00:00:00,2014-10-26 13:02:00,Sun,0,0.0,1-7,HOME,13.0,27.0,19.0,377.0,201.0,176.0,3.0,17.0,326.0,178.0,148.0,1.0,-9.8,-0.55,-7.26
203,JAX,2014,CIN,2014-11-02 00:00:00,2014-11-02 13:02:00,Sun,0,0.0,1-8,AWAY,23.0,33.0,19.0,365.0,233.0,132.0,1.0,23.0,423.0,232.0,191.0,2.0,3.95,-9.82,-4.5
204,JAX,2014,DAL,2014-11-09 00:00:00,2014-11-09 13:06:00,Sun,0,0.0,1-9,HOME,17.0,31.0,20.0,333.0,262.0,71.0,3.0,16.0,399.0,248.0,151.0,1.0,-3.63,-5.46,-4.25
205,JAX,2014,IND,2014-11-23 00:00:00,2014-11-23 13:02:00,Sun,0,0.0,1-10,AWAY,3.0,23.0,11.0,194.0,114.0,80.0,2.0,24.0,389.0,214.0,175.0,3.0,-24.08,0.6,3.8
206,JAX,2014,NYG,2014-11-30 00:00:00,2014-11-30 13:03:00,Sun,1,0.0,2-10,HOME,25.0,24.0,18.0,258.0,140.0,118.0,0.0,22.0,329.0,213.0,116.0,3.0,-5.37,9.56,2.88
207,JAX,2014,HOU,2014-12-07 00:00:00,2014-12-07 13:03:00,Sun,0,0.0,2-11,HOME,13.0,27.0,17.0,262.0,188.0,74.0,1.0,19.0,304.0,135.0,169.0,0.0,-8.88,-6.61,-0.88
208,JAX,2014,BAL,2014-12-14 00:00:00,2014-12-14 13:02:00,Sun,0,0.0,2-12,AWAY,12.0,20.0,13.0,248.0,166.0,82.0,1.0,17.0,314.0,221.0,93.0,1.0,-13.88,1.4,4.09
209,JAX,2014,TEN,2014-12-18 00:00:00,2014-12-18 20:26:00,Thu,1,0.0,3-12,HOME,21.0,13.0,17.0,288.0,111.0,177.0,0.0,19.0,357.0,262.0,95.0,0.0,-0.08,-1.39,2.15
210,JAX,2014,HOU,2014-12-28 00:00:00,2014-12-28 13:03:00,Sun,0,0.0,3-13,AWAY,17.0,23.0,13.0,233.0,112.0,121.0,0.0,24.0,358.0,235.0,123.0,2.0,-4.94,1.21,0.32
211,JAX,2015,CAR,2015-09-13 00:00:00,2015-09-13 13:03:00,Sun,0,0,0-1,HOME,9.0,20.0,18.0,265.0,169.0,96.0,3.0,17.0,263.0,158.0,105.0,1.0,-18.45,5.98,-0.05
212,JAX,2015,MIA,2015-09-20 00:00:00,2015-09-20 16:05:00,Sun,1,0,1-1,HOME,23.0,20.0,19.0,396.0,273.0,123.0,0.0,17.0,386.0,344.0,42.0,0.0,8.53,-3.03,0.47
213,JAX,2015,NWE,2015-09-27 00:00:00,2015-09-27 13:06:00,Sun,0,0,1-2,AWAY,17.0,51.0,15.0,293.0,236.0,57.0,1.0,35.0,471.0,346.0,125.0,0.0,0.6,-36.41,2.35
214,JAX,2015,IND,2015-10-04 00:00:00,2015-10-04 13:02:00,Sun,0,1,1-3,AWAY,13.0,16.0,21.0,431.0,289.0,142.0,0.0,22.0,326.0,266.0,60.0,2.0,3.23,3.57,-8.66
215,JAX,2015,TAM,2015-10-11 00:00:00,2015-10-11 13:02:00,Sun,0,0,1-4,AWAY,31.0,38.0,21.0,325.0,270.0,55.0,2.0,20.0,369.0,186.0,183.0,0.0,7.59,-12.48,-3.92
216,JAX,2015,HOU,2015-10-18 00:00:00,2015-10-18 13:02:00,Sun,0,0,1-5,HOME,20.0,31.0,26.0,394.0,311.0,83.0,3.0,24.0,382.0,287.0,95.0,0.0,1.46,-11.14,-1.3
217,JAX,2015,BUF,2015-10-25 00:00:00,2015-10-25 08:35:00,Sun,1,0,2-5,HOME,34.0,31.0,17.0,295.0,175.0,120.0,1.0,26.0,375.0,260.0,115.0,4.0,-5.82,12.44,-2.68
218,JAX,2015,NYJ,2015-11-08 00:00:00,2015-11-08 13:02:00,Sun,0,0,2-6,AWAY,23.0,28.0,19.0,436.0,338.0,98.0,4.0,14.0,290.0,261.0,29.0,0.0,0.67,-0.91,-7.08
219,JAX,2015,BAL,2015-11-15 00:00:00,2015-11-15 13:05:00,Sun,1,0,3-6,AWAY,22.0,20.0,22.0,258.0,168.0,90.0,1.0,22.0,397.0,308.0,89.0,4.0,-3.24,-1.13,8.43
220,JAX,2015,TEN,2015-11-19 00:00:00,2015-11-19 20:26:00,Thu,1,0,4-6,HOME,19.0,13.0,18.0,308.0,218.0,90.0,2.0,22.0,316.0,212.0,104.0,1.0,-4.03,-0.45,6.8
221,JAX,2015,LAC,2015-11-29 00:00:00,2015-11-29 13:03:00,Sun,0,0,4-7,HOME,25.0,31.0,20.0,420.0,318.0,102.0,1.0,24.0,369.0,290.0,79.0,0.0,3.32,-10.91,-0.5
222,JAX,2015,TEN,2015-12-06 00:00:00,2015-12-06 13:02:00,Sun,0,0,4-8,AWAY,39.0,42.0,20.0,383.0,302.0,81.0,1.0,26.0,467.0,257.0,210.0,2.0,12.41,-22.28,0.88
223,JAX,2015,IND,2015-12-13 00:00:00,2015-12-13 13:02:00,Sun,1,0,5-8,HOME,51.0,16.0,24.0,380.0,226.0,154.0,2.0,17.0,322.0,227.0,95.0,2.0,5.18,25.05,4.24
224,JAX,2015,ATL,2015-12-20 00:00:00,2015-12-20 13:02:00,Sun,0,0,5-9,HOME,17.0,23.0,21.0,370.0,285.0,85.0,1.0,22.0,328.0,245.0,83.0,1.0,-4.39,-3.13,0.17
225,JAX,2015,NOR,2015-12-27 00:00:00,2015-12-27 16:05:00,Sun,0,0,5-10,AWAY,27.0,38.0,21.0,412.0,347.0,65.0,2.0,29.0,537.0,402.0,135.0,0.0,12.67,-32.88,10.23
226,JAX,2015,HOU,2015-01-03 00:00:00,2015-01-03 13:02:00,Sun,0,0,5-11,AWAY,6.0,30.0,11.0,215.0,183.0,32.0,4.0,25.0,402.0,242.0,160.0,1.0,-28.17,-1.18,4.68
227,JAX,2016,GNB,2016-09-11 00:00:00,2016-09-11 13:04:00,Sun,0,0.0,0-1,HOME,23.0,27.0,20.0,348.0,300.0,48.0,1.0,18.0,294.0,199.0,95.0,0.0,5.3,-12.55,4.0
228,JAX,2016,LAC,2016-09-18 00:00:00,2016-09-18 16:25:00,Sun,0,0.0,0-2,AWAY,14.0,38.0,20.0,388.0,319.0,69.0,3.0,25.0,357.0,207.0,150.0,1.0,-2.12,-15.37,-7.37
229,JAX,2016,BAL,2016-09-25 00:00:00,2016-09-25 13:02:00,Sun,0,0.0,0-3,HOME,17.0,19.0,14.0,216.0,168.0,48.0,3.0,18.0,283.0,199.0,84.0,3.0,-11.68,10.63,-3.25
230,JAX,2016,IND,2016-10-02 00:00:00,2016-10-02 09:35:00,Sun,1,0.0,1-3,HOME,30.0,27.0,23.0,331.0,195.0,136.0,0.0,23.0,284.0,190.0,94.0,1.0,12.99,-1.26,-2.11
